label,message
ham  ,"Sério, mas eu não fiquei tão surpreso, então fui passar a noite com aquele francês que conheci aqui na cidade e nós nos pegamos um pouco, mas eu não deixei ele me foder"
spam ,"0A$NETWORKS permite que as empresas cobrem por SMS, então elas são responsáveis por seus ""fornecedores"", assim como uma loja tem que dar uma garantia sobre o que vende. B. G."
ham  ,"Ótima comédia... não consigo parar de rir, da:)"
spam ,"FreeMsg:Sinto-me meio que só espero que você goste de me fazer companhia! Acabei de ter uma câmera, quer ver minha foto? Envie uma mensagem de texto ou responda DATE para 82242 Msg150p para rcv Hlp 08712317606 pare para 82242"
ham  ,"Tudo bem, estamos prontos aqui, mande uma mensagem para o homem"
ham  ,"Olá, onde você está? Estamos e eles não estão a fim de sair, eu meio que estou, mas sinto que não deveria, então podemos sair amanhã, você se importa?"
ham  ,Dormindo e me sentindo bem
ham  ,"VOCÊ VAI LIGAR SEU FONE, CARAMBA!!"
ham  ,A Índia tem que assumir a liderança:)
ham  ,Vou postá-la lá fora. Na aula
ham  ,Foi isso que o irmão Wright fez para voar.
ham  ,"Noite * muito boa, embora um tanto carregada de eventos. Vou te contar, não se preocupe... Cabeça * ok, mas garganta * destruída. Vejo você às seis, então!"
ham  ,"Se você ri muito alto... Se você fala espontaneamente... Se você não se importa com o que os outros sentem... Você provavelmente está com seus queridos e melhores amigos... BOA NOITE, queridos... :)"
ham  ,"É UM LAPTOP, LEVE-O COM VOCÊ."
ham  ,Não tenho nenhum arquivo seu na minha bolsa. Eu estava no trabalho quando você me ligou. Eu te aviso se encontrar alguma coisa no meu quarto.
ham  ,"Eu queria, mas era muito cedo... Eu estava lá fora agora, queria ir para casa tão cedo... Esqueci então..."
spam ,"Para ter a chance de ganhar £ 250 em dinheiro toda semana, envie uma mensagem para 80608. Termos e condições www.movietrivia.tv atendimento ao cliente 08712405022, 1x150p/semana"
ham  ,"Eu estava no bugis agora o que... Mas agora estou indo para casa oredi... Ü tão tarde então responda... Eu oso vi um top que eu gosto, mas não comprei... Onde você está agora?"
ham  ,"Desejando a você e sua família um Feliz ""X"" mas e um FELIZ Ano NOVO antecipadamente."
ham  ,"Às 7 iremos, ok?"
ham  ,"Sim, postei algumas fotos no fb. Ainda tem neve lá fora também. Estou acordando :)"
ham  ,"S:-)se tivermos uma boa parceria, assumiremos a liderança:)"
spam ,"RGENT! Esta é a 2ª tentativa de contato com você! Você GANHOU £ 1250 LIGUE PARA 09071512433 b4 050703 T&CsBCM4235WC1N3XX. custo da ligação 150 ppm celulares variam. máx. £ 7,50"
ham  ,"Sim, onde é sua aula?"
ham  ,"Não, apenas envie para você. Porque você está no templo."
ham  ,"Você não vai voltar para casa entre as aulas, certo? Preciso malhar e tomar banho!"
spam ,"Olá, se você estiver procurando por diversão atrevida durante o dia com uma mulher casada e peituda. Estou livre na próxima semana. Converse agora para marcar um horário 09099726429 JANINExx Ligações £ 1/min Mobsmore LK POBOX 177 HP 51 FL"
ham  ,"S, mas geralmente não é assim."
ham  ,Eu sou um fã...
ham  ,Não sei porque eu estava muito atrasado e quando cheguei eles já estavam lá dentro... Mas nós comemos macarrão... São as garotas que estão rindo de mim...
ham  ,Adivinha quem passou a noite toda entrando e saindo da quarta dimensão
ham  ,Então agora meu pai vai ligar depois que sair do trabalho e fazer todas essas perguntas malucas.
ham  ,"Sim, mas eles disseram que é ISSO."
ham  ,"Frases muito dolorosas e significativas: ""Eu comprometi tudo pelo meu amor, Mas no final meu amor me comprometeu por tudo:-("".. Bom dia:-)"
ham  ,Kkkk! legal 1
ham  ,Que bom ver sua resposta.
spam ,URGENTE! Estamos tentando entrar em contato com você. O sorteio de hoje mostra que você ganhou um prêmio de £ 800 GARANTIDO. Ligue para 09050001295 de telefone fixo. Reivindique A21. Válido apenas por 12 horas
spam ,"A senha mensal para wap. mobsi.com é 391784. Use seu telefone wap, não seu PC."
ham  ,"Não dub, mas ainda sou forte"
ham  ,"Palavras dolorosas - ""Eu achava que ser feliz era a coisa mais difícil do mundo... Mas o mais difícil é agir feliz com toda a dor não dita por dentro..."""
ham  ,"Sim, tudo bem! São £ 6 para entrar, tudo bem?"
ham  ,"Kkkk, de onde você tira essas ideias?"
ham  ,"Tantas pessoas parecem ser especiais à primeira vista, Mas apenas algumas permanecerão especiais para você até a última vista. Mantenha-as até o fim da vida. Sh!jas"
ham  ,"Hoje é o ""dia dedicado à música..."" Qual música você vai dedicar para mim? Envie isso para todos os seus amigos valiosos, mas primeiro me responda..."
ham  ,Ok... Nós esperamos ah
ham  ,E ela?
ham  ,"OI, MEU DEUS, É MAIS PROVÁVEL QUE VOCÊ ESTEJA NA CAMA, MAS EU SINTO MUITO SOBRE ESTA NOITE! EU REALMENTE QUERO TE VER AMANHÃ, ENTÃO ME LIGUE ÀS 9. ME AME XXX"
ham  ,Já estou agachado é a nova forma de andar
ham  ,Você quer tocha bold 2 ou bb?
ham  ,As cólicas pararam. Voltando a dormir
spam ,"os números da Vodafone de hoje terminados em 0089 (meus últimos quatro dígitos) foram selecionados para receber um prêmio de £ 350. Se o seu número for igual, ligue para 09063442151 para reivindicar seu prêmio de £ 350"
spam ,Toque Top grátis - inscreva-se para toque semanal - ganhe a primeira semana grátis - envie SUBPOLY para 81618 -?3 por semana - pare de enviar SMS - 08718727870
ham  ,Nan sonathaya soladha. Por que chefe?
ham  ,Traga aquele cd não esqueça
spam ,"Sunshine Quiz Wkly Q! Ganhe um DVD player Sony top se souber em que país fica o Algarve? Envie uma mensagem de texto para 82277. £ 1,50 SP: Tyrone"
ham  ,"Eu não sei, mas estou estuprando caras no pôquer"
ham  ,Perda de peso! Nada mais de namoradas. Ganhe muito dinheiro no eBay ou algo assim. E agradeça a Deus.
ham  ,"Foi ótimo ver essa mensagem. Então, quando você vai embora? Parabéns, querida. Qual é a escola e quais são seus planos?"
ham  ,"Ü vou comer mais tarde, mas agora estou comendo com meus amigos... Ü vou para casa primeiro?"
ham  ,"Terminei já... Sim, eles continuam dizendo que sou piegas... Estou tão envergonhado, ok..."
ham  ,"Desculpe cara, meu estoque acabou ontem à noite e não posso comprar mais até domingo"
ham  ,Hai priya você está certo? O que o médico disse pa. Onde você está?
spam ,"Mensagem grátis. Desculpe, um serviço que você solicitou de 81303 não pôde ser entregue porque você não tem crédito suficiente. Recarregue para receber o serviço."
ham  ,OK...
ham  ,"Por favor, peça para a mamãe ligar para o pai"
ham  ,"Pode entrar no meu quarto, mas não pode entrar na minha casa porque ela ainda está bagunçada... Haha..."
ham  ,Perdi 10 quilos até hoje!
ham  ,Basta provar o curry de peixe :-P
ham  ,"O que posso fazer? Pode ter ocorrido um acidente entre algum lugar na Ghodbandar Rd. O trânsito anda devagar. Então, por favor, deslize e não se preocupe."
ham  ,Yun ah.agora ü wkg onde?aliás se ü for nus sc. Ü quer se especializar em wad?
ham  ,"Sim! Eu sou um homem de uma mulher só! Por favor, me diga o que você gosta e não gosta na cama..."
ham  ,Estava fazendo meu teste mais cedo. Agradeço a você. Te ligo amanhã.
ham  ,"Como vai meu loverboy? O que ele faz que o impede de vir até sua rainha, hmmm? Ele não está louco para falar comigo? Sente minha falta desesperadamente?"
ham  ,"Você conhece outros amigos, não quer me conhecer? Ah... Acho que sou um cara, certo..."
ham  ,"(Não prometemos quando, ainda nem jantei)"
ham  ,Eu te protejo! Você tem alguma coisa que não gosta na cama?
ham  ,Acontece que eu tinha Stereo Love no meu telefone no álbum desconhecido.
spam ,Hard LIVE 121 chat apenas 60p/min. Escolha sua garota e conecte-se AO VIVO. Ligue para 09094646899 agora! O maior serviço ao vivo do Cheap Chat UK. VU BCM1896WC1N3XX
ham  ,"Sim, não vejo por que não"
ham  ,Perguntando se você os conhece ou não? Talvez seus amigos ou colegas de classe?
ham  ,"Desculpe por mais cedo. Apagando incêndios. Você está por perto para conversar depois das 9? Ou você realmente tem uma vida, rs!"
spam ,UAU! Os garotos estão de volta. TAKE THAT 2007 UK Tour. Ganhe ingressos VIP e faça a pré-reserva com o VIP Club. Envie uma mensagem para CLUB para 81303. Trackmarque Ltd info@vipclub4u.
ham  ,"Como em sexo missionário, sexo de quatro, em pé...|"
ham  ,"Então é melhor você ir dormir... Não vou te perturbar, liao... Você acorda e me manda uma mensagem..."
ham  ,"Lutar com o mundo é fácil, ou você vence ou perde, mas lutar com alguém próximo é difícil. Se você perder, você perde. Se você vencer, você ainda perde."
ham  ,"Estou assistindo House – muito divertido – estou entendendo toda a coisa do Hugh Laurie – até mesmo com o bastão – na verdade, especialmente com o bastão."
ham  ,Pensei que você queria dizer outro. Boa! Vou olhar amanhã
ham  ,"Olá Jon, aqui é o Pete. Estive na Espanha recentemente e ainda tenho dinheiro sobrando. Bill disse que você ou seus pais podem estar interessados. Tenho 12.000 libras, então cerca de £ 48, para ser sincero, James."
ham  ,Há negrito 2 &lt;#&gt; . Isso é seu
ham  ,Você sabe que existe. Eu falarei com você em &lt;#&gt; minutos então
ham  ,ALRITE HUNNY! O QUE VOCÊ ESTÁ ACORDANDO PARA A 2NITE? NÃO ACABOU INDO PARA O CENTRO DA CIDADE SÓ PARA O PUB! SÓ ESTOU RELAXANDO NO MEU QUARTO! AMO JEN XXX.
ham  ,Eu fui ao centro de projetos
ham  ,"Conforme sua solicitação, 'Maangalyam (Alaipayuthe)' foi definido como seu callertune para todos os Callers. Pressione *9 para copiar o Callertune de seus amigos"
ham  ,"Kkkk sim, neste ponto acho que não"
ham  ,Fazendo projeto com amigos.
ham  ,"Kkkk. Bem, a qualidade não é ruim, então não estou reclamando"
ham  ,"K, isso pode acontecer hoje à noite?"
spam ,"Olá, aqui é Mandy Sullivan da HOTMIX FM... você foi escolhido para receber £ 5.000,00 em nosso sorteio de prêmios de Páscoa... ligue para 09041940223 para reivindicar antes de 29/03/05 ou seu prêmio será transferido para outra pessoa..."
ham  ,"Acho que vamos para a casa do Finn agora, vamos"
ham  ,Por que cansado o que de especial você tinha lá
ham  ,Eu virei amanhã di
ham  ,"Não posso atender o telefone agora. Por favor, envie uma mensagem"
ham  ,K vá e durma bem. Descanse:-).
ham  ,Vocês nunca me convidam para lugar nenhum :(
spam ,"VOCÊ VAI PARA AS BAHAMAS! Ligue para o FREEFONE 08081560665 e fale com um operador ao vivo para reivindicar um cruzeiro nas Bahamas de £ 2.000 em DINHEIRO para maiores de 18 anos. Para cancelar, envie X para 07786200117"
ham  ,Eu posso fazer isso! Eu quero te agradar tanto dentro quanto fora do quarto...
ham  ,EY! CALMA-SE COM AS ACUSAÇÕES... É VOCÊ PORQUE EU QUERO SABER O QUE VOCÊ VAI FAZER NO FINAL... NÃO TE CONHEÇO HÁ SEGUNDO... ME LIGUE SE VOCÊ ESTIVER ACORDADO COM NADA. AMO J XXX.
ham  ,"Adoro jantar e beber vinho, minha senhora!"
spam ,"Alguém entrou em contato com nosso serviço de namoro e digitou seu número de telefone porque gosta de você! Para descobrir quem é, ligue do telefone fixo 09111030116. PoBox12n146tf15"
ham  ,"Estou tranquilo, amor, mas muito cansado porque tenho feito muito planejamento a semana toda, temos nossa inspeção de serviços sociais na creche! Cuide-se e fale sn x."
ham  ,Não sei os detalhes da conta... Vou perguntar para minha mãe e te enviar. Minha mãe está fora de alcance agora.
ham  ,Acho que você ligou para o número errado.
ham  ,"Sinta que você está sempre feliz... Lentamente, isso se torna seu hábito e, finalmente, se torna parte de sua vida... Siga-o... Feliz manhã e tenha um dia feliz:)"
ham  ,NÃO B ATRASADO AME MÃE
ham  ,Entendi..envie um e-mail para panren paru..
ham  ,"* Estava pensando em jogar fora seus tênis vermelho, verde e preto para não carregá-los de volta no trem"
ham  ,"Dê uma falta desse número, por favor"
ham  ,Acabei de voltar do almoço com minha irmã. Você está aqui?
ham  ,Como está sua agenda na semana que vem? Estou fora da cidade neste fim de semana.
ham  ,Muito bom:)dhanush arrasa mais uma vez:)
ham  ,"Kkkk, ok, não vou mais precisar que você arrume meu cabelo."
ham  ,"Sinto sua falta, preciso de você, quero você, amo você."
ham  ,"Desculpe, não estou livre..."
ham  ,Você já teve uma música que ficou presa na sua cabeça sem motivo e não saiu até você ouvi-la umas 5 vezes?
ham  ,"Ainda não, chikku..simples habba..e você?"
ham  ,"Recebi seu e-mail, Dileep. Muito obrigado e aguardo muito apoio... muito poucos contatos aqui, lembro de um Venugopal que você mencionou. Amanhã, se não for tarde, tentarei chegar até aí. Boa noite, querida."
ham  ,Às vezes o coração lembra muito de alguém... Esquece alguém logo... Porque o coração não gosta de todo mundo. Mas aqueles que você gosta serão lembrados sempre... BSLVYL
ham  ,O pai de Joy é John. Então John é o NOME do pai de Joy. Mandan
spam ,Olá 07734396839 Oferta de fidelidade do cliente IBH: O NOVO celular NOKIA6600 por APENAS £ 10 no TXTAUCTION! Envie uma mensagem de texto para o número 81151 e compre o seu agora! 4T&
ham  ,"Olá, aqui é o Yijue... É sobre o livro didático 3230, introdução aos algoritmos, segunda edição... Estou vendendo por US$ 50..."
spam ,"LEILÃO DE SMS Você ganhou um Nokia 7250i. Isto é o que você ganha quando ganha nosso leilão GRÁTIS. Para participar, envie Nokia para 86021 agora. HG/Suite342/2Lands Row/W1JHL 16+"
ham  ,"K, quer que a gente vá lá agora?"
ham  ,"Como. É um pouco difícil, mas é uma maneira simples de entrar neste lugar"
ham  ,Ha... Nós dois fazendo a mesma coisa. Mas eu tenho TV para assistir. Você pode pensar onde ir hoje à noite ou já tem algo em mente...
ham  ,Não se mostre. Quão longe. Coloque novas fotos no Facebook.
ham  ,Assistindo TV agora. Tenho um novo emprego :)
ham  ,"Boa tarde, bundas sexy! Como vai a procura por emprego? Eu acordo e você é meu primeiro pensamento como sempre, meu amor. Desejo que você esteja bem e feliz e saiba que eu te adoro!"
ham  ,"Eu não vou, faça o que quiser"
ham  ,"Está tudo bem, Chikku, e é minha música favorita..:-)"
ham  ,Você viu o que postei no seu Facebook?
spam ,Ligue GRATUITAMENTE para 0800 542 0578 agora!
spam ,Compre Space Invaders 4 uma chance de ganhar orig Arcade Game console. Pressione 0 para Games Arcade (taxa WAP padrão) Veja o2.co.uk/games 4 Termos + configurações. Nenhuma compra
ham  ,"7 maravilhas no meu MUNDO 7º Você 6º Seu estilo 5º Seu sorriso 4º Sua personalidade 3º Sua natureza 2º Seu SMS e 1º ""Sua linda amizade""... bom dia querida"
spam ,Empréstimo para qualquer finalidade £ 500 - £ 75.000. Proprietários + inquilinos bem-vindos. Você já foi recusado anteriormente? Ainda podemos ajudar. Ligue grátis para 0800 1956669 ou envie uma mensagem de texto 'help'
spam ,ALERTA BIG BROTHER! O computador selecionou você para 10k em dinheiro ou voucher #150. Ligue para 09064018838. NTT PO Box CRO1327 18+ BT Custo de linha fixa 150ppm celulares variam
ham  ,";-( ah bem, te vejo mais tarde"
ham  ,Meus tios em Atlanta. Desejo a vocês um ótimo semestre.
ham  ,"Não, querida, eu tenho mensagens gratuitas sem nenhuma recarga. Oi, oi, oi"
ham  ,"Não procure o amor, deixe o amor te encontrar. É por isso que se chama se apaixonar, porque você não se força, você apenas se apaixona e sabe que há alguém para te segurar... BSLVYL"
ham  ,Eu não acredito em você. Acho que você contou a ele.
ham  ,Você sabe por que Deus criou o espaço entre seus dedos..? Para que Aquele que é feito para você venha e preencha esses espaços segurando sua mão com AMOR..!
ham  ,Sim:)sura na tv do sol.:)rsrs.
ham  ,"Arun, você pode me transferir o valor?"
ham  ,"Vou tomar um banho agora, mas sim, vou embora quando terminar"
ham  ,"Não estou trabalhando, mas estou com muita vontade de estudar filosofia, então te mando uma mensagem mais tarde quando estiver mais livre para conversar..."
ham  ,"Você não me perdeu, eu sempre estarei aqui para você. Eu não pretendia te machucar, mas eu nunca soube o que você sentia por mim quando eu era fuzileiro naval e foi isso que tentei contar para sua mãe. Eu me importo com você"
spam ,"GANHE: Temos um ganhador! O Sr. T. Foley ganhou um iPod! Mais prêmios emocionantes em breve, então fique de olho no seu celular ou visite www.win-82050.co.uk"
ham  ,Você é uma garota má. Ainda me lembro deles
ham  ,Quanto eu te dei. Bom dia.
ham  ,"Espero que você esteja bem, querida? Eu me preocupo que você possa ter se sentido um pouco desesperada quando soube que o trabalho era falso? Estou aqui esperando quando você voltar, meu amor"
ham  ,"Ei, você pode me dizer o endereço do Blake? Carlos queria que eu o encontrasse lá, mas eu me perdi e ele não atende o telefone."
ham  ,Você pode me dar sua opinião sobre uma coisa primeiro?
ham  ,Aquela semana de licença que eu coloquei sabe que hora. Por quê.
ham  ,"Se nos dermos bem, você pode morar comigo :)"
ham  ,excelente. Passei &lt;#&gt; anos na Força Aérea. Iraque e Afeganistão. Sou estável e honesto. Você gosta de viajar?
ham  ,Eu quero assistir esse filme
ham  ,"Ok, muito obrigado... Você está na escola?"
ham  ,Estou na aula. Você recebeu minha mensagem?
ham  ,O ônibus sai às &lt;#&gt;
ham  ,"Deus te abençoe. Durma bem, minha querida... Vou rezar!"
spam ,"Os números Voda de hoje que terminam em 1225 são selecionados para receber um prêmio de £ 50. Se você tiver uma correspondência, ligue para 08712300220 citando o código de reivindicação 3100, aplicativo de taxas padrão"
ham  ,Tenha um bom dia hoje. Eu te amo muito.
ham  ,Aiyo um pouco pai seh ü noe... Com medo de que ele não se lembre de quem eu sou e então morra... Hee... Mas ele ficou mais bonito oredi leh...
ham  ,"Certo, vou perguntar a alguns dos meus colegas de quarto"
ham  ,"Agora, qual é o número da sua casa de novo? E você tem alguma cerveja aí?"
ham  ,Vocês todos querem se encontrar e combinar todas as partes? Como está indo o resto do projeto?
ham  ,"Conseguindo ingressos para Walsall, terça-feira, 6 de março. Meu amigo vai me dar eles no sábado. Pagarei minha conta. Quero ir. Txt de volta. Terry"
ham  ,"Sim, estamos conversando também."
ham  ,"OI, SOU A JESS, NÃO SEI SE VOCÊ ESTÁ NO TRABALHO, MAS ME LIGUE QUANDO PUDER, ESTOU EM CASA A NOITE TODA. XXX"
ham  ,"Sian... Depois da reunião, o supervisor tem trabalho para fazer... Você está trabalhando agora?"
ham  ,Você vai fazer o exame CCNA esta semana?
ham  ,"Bem, vou assistir Shrek em 3D!!B)"
ham  ,Eu sou um sujeito tão sujo assim?
ham  ,"Não sei o que ele me contou. Ok, senhor..."
ham  ,"Provavelmente estarei lá amanhã (ou até mais tarde esta noite, se algo estiver acontecendo)"
ham  ,"Eu não poderia dizer não, pois ele é um homem moribundo e estou triste por ele, então irei e só queria que você soubesse que provavelmente ficarei fora até tarde da sua noite."
ham  ,"Se você está pensando em me dar um, então não."
ham  ,Igual a vc... Dun wan... Vc já não gosta de mim ah... O que vc tá fazendo agora? Ainda comendo?
ham  ,Me envie seu e-mail em breve
ham  ,"O que torna algumas pessoas mais queridas não é apenas a felicidade que você sente quando as conhece, mas a dor que você sente quando sente falta delas!!!"
ham  ,"Cara. E aí. Como está Teresa? Espero que você esteja bem. Quando não tive notícias dessas pessoas, liguei para elas e elas receberam o pacote desde dezembro &lt;#&gt; . Só pensei que você gostaria de saber. Tenha um ano fantástico e tudo de bom com sua leitura. Além disso, se você realmente puder Bam primeiros socorros para o USMLE, então seu trabalho está feito."
ham  ,"Ei, lindo homem. Meu número de celular do trabalho é. Tenha uma boa noite, gata. Squishy Mwahs."
ham  ,"Posso te ligar mais tarde, por favor?"
spam ,"As fotos mais quentes direto para o seu telefone!! Veja-me ficando Molhada e Querendo, só para você xx Envie PICS para 89555 agora! txt custa 150p textoperator g696ga 18 XxX"
ham  ,"É assim que você deve ficar, oh."
ham  ,"Olá, obrigado por atender a ligação. Consegui um emprego! Começa na segunda-feira!"
ham  ,Que horas é seu voo amanhã?
ham  ,Quando devo ir?
ham  ,Tenho uma marca de mordida bastante proeminente na bochecha direita
ham  ,* Será setembro até lá!
ham  ,Você está molhado agora?
ham  ,E como está seu marido?
spam ,"Hack Chat. Tenha acesso backdoor em salas de bate-papo 121 por uma fração do custo. Responda NEO69 ou ligue para 09050280520, para assinar 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham  ,"Vamos fazer a norma amanhã? Terminei apenas 4h15 por causa dos testes de st. Preciso resolver as coisas da biblioteca em algum momento amanhã - recebi uma carta de hoje - acesso até o final de março, então é melhor eu ir andando!"
ham  ,Sim. Tenho uma lista só com você e Joanna se eu estiver me sentindo realmente antissocial
ham  ,Estou no seu escritório.
ham  ,Você vem mais tarde?
ham  ,Super da:)bom substituto para murali
ham  ,Da é um bom jogador. Por isso ele não foi vendido.
ham  ,Olá. || Você quer se juntar a mim com os alunos mais tarde? || Encontro com eles às cinco. || Te ligo depois da aula.
ham  ,Está passando na Inglaterra! Mas a TV decidiu que não vai me deixar assistir e Mia e Elliot estavam se beijando! Droga!
spam ,"NOKIA ou Motorola GRÁTIS com até 12 meses de aluguel pela metade do preço, 500 minutos de x-net GRÁTIS e 100 txt/mês B'tooth GRÁTIS*. Ligue para Mobileupd8 em 08001950382 ou ligue para 2optout/D3WV"
ham  ,Não quero ouvir filosofia. Apenas diga o que aconteceu
ham  ,Você conseguiu um emprego na Wipro:)Você conseguirá tudo na vida em 2 ou 3 anos.
ham  ,Então não pode pegar o laptop? Meu cartão de matrícula com ü lei...
ham  ,Não sei se o próximo show depois das 18h custa 850. Toa Payoh ganhou 650.
spam ,"Esta é a 2ª vez que tentamos entrar em contato com você. Você ganhou o prêmio de 750 libras. Reivindicar é fácil, ligue para 08718726970 AGORA! Apenas 10p por minuto. Taxa nacional BT"
ham  ,"Acabei de fazer alguns pagamentos, então não tenho muito. Desculpe. Você quer por Fedex ou o contrário?"
ham  ,"Eles não jogaram um dia sequer no ano passado, embora tenham um time muito bom... Como a Índia."
ham  ,"K.:)você é a única garota esperando na recepção, ah?"
ham  ,"Diga isso devagar. DEUS, EU TE AMO E PRECISO DE TI, LIMPE MEU CORAÇÃO COM SEU SANGUE. Envie isso para dez pessoas especiais e você verá um milagre amanhã, faça isso, por favor, por favor, faça isso..."
ham  ,Odeio quando ela faz isso. Ela transforma o que deveria ser uma divertida ida às compras em um dia irritante de como tudo ficaria na casa dela.
ham  ,"Senhor, estou esperando sua ligação."
ham  ,E aí. Você quer que eu fique online?
ham  ,"Poderia funcionar, chegaremos a um consenso na próxima reunião"
ham  ,Aiyah então eu espero. Então você me entretém. Hee...
ham  ,"A última coisa que eu queria fazer era te machucar. E eu não achei que isso aconteceria. Você riria, ficaria envergonhada, apagaria a tag e continuaria. Mas, até onde eu sabia, nem era para cima. O fato de você ter sentido que eu faria isso para te machucar mostra que você realmente não me conhece. Foi uma quarta-feira bagunçada, mas não foi ruim. O problema que eu tenho com isso é que você TEM tempo para limpar, mas você escolhe não fazer. Você usa o Skype, tira fotos, dorme, quer sair. Eu não me importo com algumas coisas aqui e ali, mas quando você não arruma a cama, quando você joga roupa em cima dela, quando eu não posso ter uma amiga em casa porque estou envergonhada que há calcinhas e sutiãs espalhados na cama, travesseiros no chão, isso é outra coisa. Você costumava ser boa em pelo menos arrumar a cama."
ham  ,Eu te aviso quando começar
ham  ,"Ligue para ele agora, ok, eu disse, ligue para ele"
ham  ,Ligue para o número que está disponível no agendamento. E peça para conectar a chamada para waheed fathima.
ham  ,Ou você vai comprar com ele e depois eu encontro você?
ham  ,Mmmm... Porra... Não é justo! Você conhece minhas fraquezas! *sorri* *te empurra para os joelhos* *expõe minha barriga e puxa sua cabeça para ela* Não se esqueça... Eu conheço as suas também *sorriso perverso*
ham  ,Hoje meu sistema deve ficar pronto. Tudo está bem e eu também estou no poço profundo
ham  ,Mamãe quer saber onde você está
ham  ,"Certo, te mando uma mensagem quando voltar"
ham  ,"Não sei se suporta ass e srt, eu acho. Acho que o ps3 também pode jogar via usb"
ham  ,"Ah, ok, eu não sabia o que você quis dizer. Sim, eu sou o bebê Jontin"
spam ,"Você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou um prêmio de £ 2.000. Para reivindicar seu prêmio, ligue para nosso representante de atendimento ao cliente em"
spam ,Você gostaria de ver minhas fotos XXX? Elas são tão quentes que quase foram proibidas no Reino Unido!
spam ,BÔNUS ESPECIAL HMV 500 libras de vouchers HMV genuínos para ganhar. Basta responder a 4 perguntas fáceis. Jogue agora! Envie HMV para 86688 Mais informações: www.100percent-real.com
ham  ,Assistindo TV agora. Tenho um novo emprego :)
ham  ,"Essa coisa de caneta é mais do que uma piada. Uma caneta esferográfica não serve? Não faça um mestrado, pois não posso fazer isso nunca mais!"
ham  ,ESTOU EM UMA FESTA COM ALEX NICHOLS
spam ,"Você tem um admirador secreto que está procurando entrar em contato com você - descubra quem ele(a) R*revela, quem acha que você é tão especial - ligue para 09058094594"
ham  ,"Só estou vendo sua chamada perdida, meu querido irmão. Tenha um ótimo dia."
ham  ,Ok... Ü terminando em breve?
ham  ,"Desculpe, não posso ajudar você com isso."
ham  ,"Venha até mim, escrava. Você está fazendo isso de novo... Entrando em sua concha e me evitando inconscientemente... Você está me deixando infeliz :-("
ham  ,Adoro sua bunda! Você curte o estilo cachorrinho? :)
ham  ,Acho que pedir uma academia é desculpa para pessoas preguiçosas. Eu corro.
spam ,Caro 0776xxxxxxx Você foi convidado para o XCHAT. Esta é nossa última tentativa de contato! Envie uma mensagem de texto para o CHAT para 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 anos
spam ,Urgente! Ligue para 09061743811 de telefone fixo. Suas férias de cortesia ABTA em Tenerife 4* ou £ 5.000 em dinheiro aguardam coleta SAE T&Cs Box 326 CW25WX 150 ppm
ham  ,"Não. No caminho para casa. Então, se não fosse pelo longo período de seca, a temporada teria acabado"
ham  ,Preciso pegar o carro por 6 lei.
ham  ,"Ok, mas exausto. Acabei de chegar em casa e fui dormir! Não sou bom nessa brincadeira de trabalho em tempo integral."
ham  ,Provavelmente antes disso se a estação estiver onde eu acho que está
spam ,LIGUE PARA 09090900040 E OUÇA O CHAT AO VIVO EXTREMO E SUJO QUE ESTÁ ACONTECENDO NO ESCRITÓRIO AGORA MESMO. PRIVACIDADE TOTAL. NINGUÉM SABE O QUE VOCÊ ESTÁ ESCUTANDO 60P MIN 24/7MP 0870753331018+
ham  ,"Bom dia, por favor, me ligue, senhor"
spam ,"FreeMsg Ei, você, acabei de receber um desses fones de vídeo/foto, responda WILD a esta mensagem e eu te enviarei minhas fotos, rápido, estou tão entediado no trabalho xxx (18 150p/recebido STOP2stop)"
ham  ,"Uh, atenção, não temos TANTO sobrando"
ham  ,Eu te levei lá fora porque Darren disse que você veio fazer compras. Claro que nós somos legais. Nós só fomos dar uma olhada no mp3 player.
ham  ,"Certo, parece bom. Quando você quer que eu vá?"
ham  ,O que você gostaria de ganhar no seu aniversário?
ham  ,Adoro trabalhar em casa :)
ham  ,E a senhorita vday o paraquedas e as moedas duplas??? Você não deve me conhecer muito bem...
ham  ,"Desculpe, ligo mais tarde"
ham  ,Minha irmã foi colocada em birla soft da:-)
spam ,Entrada gratuita em 2 comp semanal para uma chance de ganhar um ipod. Envie um SMS para POD para 80182 para obter a entrada (taxa de SMS padrão) Termos e condições aplicáveis 08452810073 para detalhes 18+
ham  ,"Wah... Ok, okie... Muz faz uso do e ilimitado... Haha..."
ham  ,"Tem umas pessoas perto de mim, eu estou na mesa perto de lambda"
ham  ,"E pare de ser um velho. Você pode construir bonecos de neve, anjos de neve e guerras de bolas de neve."
ham  ,"OLÁ, BABE, você está bem?"
ham  ,"Olá linda, vc está bem? Eu meio que briguei com vc e ele saiu do bar?? Eu queria uma noite com vc Sinto sua falta"
ham  ,Então você vai comprar a Ikea depois disso?
ham  ,"Porque é &lt;#&gt; janeiro quando todos os correios estão de férias, então ela pode ir aos correios... entendi, droga"
ham  ,Kkkk grr minha mãe está demorando uma eternidade com minha receita. A farmácia fica a uns 2 minutos daqui. Ugh.
ham  ,"Sério, isso é uma droga. Não consigo nem cozinhar, minha eletricidade acabou. E estou com fome."
ham  ,Você quer ir?
