label,message,processed_text,language
ham  ,"Esse é o problema com as aulas que vão bem - você está prestes a uma duvidosa... Esperando a minha amanhã! Vejo você para recuperação, mesmo horário, mesmo lugar",problem aul vo bem voc est prest duvid esper amanh vej voc recupera horri lug,portuguese
spam ,Telefones com câmera de vídeo grátis com aluguel de linha pela metade do preço por 12 meses e 500 minutos de cross ntwk 100 txts. Ligue para MobileUpd8 08001950382 ou Call2OptOut/674&,telefon cmer vde grtis aluguel linh metad pre mes minut cross ntwk txts lig mobileupd calloptout,portuguese
ham  ,O QUE VOCÊ ESTÁ ACONTECENDO J?,voc est acontec j,portuguese
ham  ,"Boa noite, até amanhã",boa noit at amanh,portuguese
ham  ,Entendido. Provavelmente iremos rem em cerca de 20,entend provavel irem rem cerc,portuguese
ham  ,você acha que alguma garota vai te propor casamento hoje só de ver sua cara de merda sangrenta... babaca...,voc acha algum garot vai propor casament hoj s ver car merd sangrent babac,portuguese
ham  ,Eu queria que você estivesse aqui. Eu me sinto tão sozinho,quer voc aqu sint to sozinh,portuguese
spam ,Ótima oferta NOVA - DOUBLE Mins e DOUBLE Txt nas melhores tarifas Orange E ganhe os últimos celulares com câmera GRATUITAMENTE! Ligue para MobileUpd8 grátis no 08000839402 AGORA! ou 2stoptxt T&Cs,tim ofert nov doubl mins doubl txt melhor tarif orang ganh ltim celul cmer gratuit lig mobileupd grtis agor stoptxt tcs,portuguese
ham  ,"O motivo é que, se o orçamento da equipe finalmente estiver disponível, eles compram os jogadores não vendidos pelo preço base.",motiv orament equip final disponvel compr jogador vend pre bas,portuguese
ham  ,"CERI U REBEL! DOCE SONHO PARA MIM, PEQUENO AMIGO!! VAI 2MORO! QUEM PRECISA DE CARAS",cer u rebel doc sonh mim pequen amig vai mor precis car,portuguese
spam ,toque de celular 84484,toqu celul,portuguese
ham  ,"Hum, não consigo pensar em mais nada. Quantas páginas temos?",hum consig pens nad quant pgin,portuguese
ham  ,Os amigos dele vão então ele em lor. Não sozinho com minha mãe e irmã lor.,amig vo ento lor sozinh irm lor,portuguese
ham  ,National auto center (ou algo assim) na Newport Road. Eu gostei deles lá,national aut cent algo assim newport road gost l,portuguese
ham  ,"Ei, senti sua falta ontem à noite porque meu telefone estava carregando... *sorri*... Vou encontrar um amigo em breve",ei sent falt ontem noit porqu telefon carreg sorr vou encontr amig brev,portuguese
ham  ,"Tanto faz, Juliana. Faça o que quiser.",tant faz julian faa quis,portuguese
ham  ,"A amizade não é um jogo para jogar, Não é uma palavra para dizer, Não começa em março e termina em maio, É amanhã, ontem, hoje e e",amizad jog jog palavr diz com mar termin mai amanh ontem hoj,portuguese
spam ,Ringtone Club: 8 novas músicas direto no seu celular toda semana!,rington club nov msic diret celul tod seman,portuguese
ham  ,"Olá. Meio que já estou na cidade. Isso. Então não corra para casa, estou comendo nachos. Te aviso eta.",ol mei j cidad ento corr cas com nach avis eta,portuguese
ham  ,"Ok lor. De qualquer forma, acho que não podemos comprar ingressos agora porque já é bem tarde. Você quer ir ver se seus amigos não estão? Darren está com eles agora...",ok lor qualqu form acho pod compr ingress agor porqu j bem tard voc quer ir ver amig esto darren est agor,portuguese
spam ,"(Bank of Granite emite forte compra) ESCOLHA EXPLOSIVA PARA NOSSOS MEMBROS *****ACIMA DE 300% ************ Símbolo Nasdaq CDGT Isso é US$ 5,00 por...",bank of granit emit fort compr escolh explos membr acim smbol nasdaq cdgt us,portuguese
ham  ,Estou a caminho da sua casa,caminh cas,portuguese
ham  ,"Dizzamn, tudo bem, vou perguntar aos meus colegas de suíte quando eu voltar",dizzamn tud bem vou pergunt coleg sut volt,portuguese
ham  ,"Nimbomsons. Sim, o telefone sabe disso. Obviamente, porque essa é uma palavra real",nimbomsons sim telefon sab diss obvi porqu palavr real,portuguese
ham  ,Eu amo abraçar! Quero segurar você em meus braços fortes agora mesmo...,amo abra quer segur voc bra fort agor,portuguese
ham  ,Você está neste continente?,voc est nest continent,portuguese
ham  ,"Nós vamos pagar em cerca de &lt;#&gt; anos, então não é muito difícil",ns vam pag cerc ltgt anos ento difcil,portuguese
spam ,Donas de casa entediadas! Converse e namore agora! 0871750.77.11! Taxa BT-nacional de 10p/min somente de telefones fixos!,don cas entedi convers namor agor tax btnacional pmin soment telefon fix,portuguese
spam ,"Tentamos ligar para você em resposta à nossa mensagem de texto para um vídeo móvel de 750 minutos, TEXTO ILIMITADO, filmadora gratuita. Responda ou ligue agora 08000930705 Del Thurs",tent lig voc respost mensag text vde mvel minut text ilimit filmador gratuit respond lig agor del thurs,portuguese
ham  ,K...k...quando você vai dar um petisco?,kkqu voc vai dar petisc,portuguese
spam ,"Esta é a 2ª vez que tentamos entrar em contato com você. Você ganhou o prêmio de £ 400. A reivindicação é fácil, basta ligar para 087104711148 AGORA! Apenas 10p por minuto. BT-national-rate",vez tent entrar contat voc voc ganh prmi reivindica fcil bast lig agor apen p minut btnationalrat,portuguese
ham  ,"Ele vai se preocupar à toa. E ele não vai te dar dinheiro, não adianta.",vai preocup toa vai dar dinheir adiant,portuguese
ham  ,Você ganhou algum presente? Este ano eu não ganhei nada. Que pena,voc ganh algum present ano ganh nad pen,portuguese
ham  ,em algum lugar lá fora sob a luz pálida da lua alguém pensa em você em algum lugar lá fora onde os sonhos se tornam realidade... boa noite e bons sonhos,algum lug l sob luz plid lua algum pens voc algum lug l onde sonh torn realidad boa noit bons sonh,portuguese
ham  ,"Bem, há um padrão emergindo de meus amigos me dizendo para dirigir e ir fumar com eles e então me dizendo que eu sou um viciado em maconha/faço com que eles fumem muito/impeço que eles façam outras coisas, então você vê como estou hesitante",bem h padr emerg amig diz dirig ir fum ento diz vic maconhafa fum muitoimp faam outr cois ento voc v hesit,portuguese
ham  ,", ow vc disse. Eu paguei 60.400 mil. Eu disse que você ligaria.",ow vc diss pagu mil diss voc lig,portuguese
ham  ,"ESTOU BEM, GAROTAS, NÃO ESTOU ACORDADA HÁ MUITO TEMPO! VI UM FILME DE PÔSTER, MAS É BEM ENGRAÇADO! QUEREM 2MRW TARDE? NA CIDADE OU NO SHOPPING OU ALGO ASSIM?xx",bem garot acord h temp vi film pster bem engra quer mrw tard cidad shopping algo assimxx,portuguese
ham  ,Chego em casa em 5 minutos.,cheg cas minut,portuguese
ham  ,"Esqueci que você estava trabalhando hoje! Quero bater um papo, mas as coisas estão bem, então me mande uma mensagem quando estiver livre/entediado etc. e eu ligo. Espero que esteja tudo bem, ensaio de nariz e tudo xx",esquec voc trabalh hoj quer bat pap cois esto bem ento mand mensag livreentedi etc lig esper tud bem ensai nariz tud xx,portuguese
ham  ,Ha... Então temos que ir a pé para todo lugar... Não podemos pegar o bonde. Meu primo disse que podemos ir a pé para o mercado vic do nosso hotel,ha ento ir p tod lug pod peg bond prim diss pod ir p merc vic hotel,portuguese
spam ,"Wan2 ganha um Meet+Greet com Westlife 4 U ou um m8? Eles estão em qual turnê atualmente? 1) Unbreakable, 2) Untamed, 3) Unkempt. Envie 1, 2 ou 3 para 83049. Custo 50p + mensagem padrão",wan ganh meetgreet westlif u m esto turn atual unbreakabl untamed unkempt envi cust p mensag padr,portuguese
spam ,"Ligue para nosso representante de atendimento ao cliente pelo telefone GRATUITO 0808 145 4742 entre 9h e 23h, pois você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou £ 5.000!",lig represent atend client telefon gratuit h h pois voc ganh prmi garant dinheir,portuguese
ham  ,"Discutiu com sua mãe, ah?",discut ah,portuguese
ham  ,OK.,ok,portuguese
ham  ,"Desculpe, não consigo enviar mensagens de texto e dirigir com coerência. Vejo você em vinte minutos.",desculp consig envi mensagens text dirig coernc vej voc vint minut,portuguese
spam ,Você receberá o toque Triple Echo desta semana em breve. Aproveite!,voc receb toqu tripl echo dest seman brev aproveit,portuguese
ham  ,Em que lugar posso conseguir quartos baratos:-),lug poss consegu quart barat,portuguese
ham  ,"Eek, isso é muito tempo, especialmente porque American Pie tem uns 8 minutos de duração. Não consigo parar de cantar.",eek temp especial porqu american pie uns minut dura consig par cant,portuguese
ham  ,GRAN SÓ FOI DESCOBERTO HÁ ALGUNS DIAS.CUSOON HONI,gran s descobert h alguns diascusoon hon,portuguese
spam ,"Você foi selecionado para ficar em 1 dos 250 melhores hotéis britânicos - DE GRAÇA! Férias avaliadas em £ 350! Disque 08712300220 para reivindicar - Tarifa nacional Ligue para Bx526, SW73SS",voc selecion fic melhor hot britnic gra fri avali disqu reivindic tarif nacional lig bx swss,portuguese
ham  ,Universidade do sul da Califórnia.,univers sul califrn,portuguese
ham  ,Temos que escolher Rayan Macleran lá.,escolh rayan macleran l,portuguese
ham  ,"U gd lor ir às compras, tenho coisas para fazer. U wan 2 assistir infernal affairs a not? Venha lar...",u gd lor ir s compr cois faz u wan assist infernal affairs not venh lar,portuguese
ham  ,Bem. Bolas. Hora de fazer ligações,bem bol hor faz liga,portuguese
ham  ,Que horas são hoje?,hor so hoj,portuguese
ham  ,&lt;#&gt; em mca. Mas não conforme.,ltgt mca conform,portuguese
ham  ,"Ah, ok. Qual é seu e-mail?",ah ok email,portuguese
ham  ,"Sim, princesa. Você vai me fazer gemer?",sim princes voc vai faz gem,portuguese
ham  ,"Kkkk, tudo bem, eu não lembrava até a noite passada",kkkk tud bem lembr at noit pass,portuguese
ham  ,"[…] enfim, muitas boas noites para vcs!",enfim muit boas noit vcs,portuguese
ham  ,"Legal, te mando uma mensagem em alguns minutos",legal mand mensag alguns minut,portuguese
ham  ,"Desculpe, Vikky, estou assistindo ao filme Kano, de Olave Mandara, no cinema Trishul com meus amigos.",desculp vikky assist film kan olav mand cinem trishul amig,portuguese
ham  ,"Estou muito feliz por você, amor! Uhuuu, festa aí, cara!",feliz voc amor uhuuu fest car,portuguese
ham  ,Vou te levar para comer comida italiana. Que tal um vestido bonito sem calcinha? :),vou lev com com italian tal vest bonit calcinh,portuguese
ham  ,O que você está acordado 2? Pensei que você ia me ligar!! Txt bak luv K,voc est acord pens voc ia lig txt bak luv k,portuguese
spam ,VOCÊ FOI ESCOLHIDO PARA RECEBER UM PRÊMIO DE £ 350! Ligue para o número de reivindicação 09066364311 para coletar seu prêmio que você foi selecionado para receber como um cliente móvel valioso.,voc escolh receb prmi lig nmer reivindica colet prmi voc selecion receb client mvel valios,portuguese
ham  ,Como você está?,voc est,portuguese
ham  ,"Não se iluda... Diga ao meu homem que ele quer duas canecas de Carlin em dez minutos, por favor...",ilud dig hom quer duas canec carlin dez minut favor,portuguese
ham  ,Espero que você não esteja com medo!,esper voc med,portuguese
ham  ,"Não posso atender o telefone agora. Por favor, envie uma mensagem",poss atend telefon agor favor envi mensag,portuguese
ham  ,Estou em casa e pronto...,cas pront,portuguese
spam ,"Ligue para nosso representante de atendimento ao cliente pelo telefone GRATUITO 0808 145 4742 entre 9h e 23h, pois você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou £ 5.000!",lig represent atend client telefon gratuit h h pois voc ganh prmi garant dinheir,portuguese
ham  ,Que horas você sai?,hor voc sai,portuguese
ham  ,Estou literalmente na cama e estou acordado há cerca de &lt;#&gt; horas,literal cam acord h cerc ltgt hor,portuguese
ham  ,"Sim, meu registro é Ciao!",sim registr cia,portuguese
ham  ,Se você quer dizer o site. Sim.,voc quer diz sit sim,portuguese
spam ,Ganhe um prêmio em dinheiro de £ 1.000 ou um prêmio no valor de £ 5.000,ganh prmi dinheir prmi valor,portuguese
spam ,"Obrigado pelo seu pedido de toque, número de referência X49.Seu celular será cobrado 4,50. Caso seu toque não chegue, ligue para o atendimento ao cliente 09065989182",obrig ped toqu nmer refernc xseu celul cobr cas toqu cheg lig atend client,portuguese
ham  ,"Kkkk, ou eu poderia simplesmente passar fome e perder meio quilo até o fim do dia.",kkkk pod simples pass fom perd mei quil at fim dia,portuguese
ham  ,"Sim, essa é a impressão que tive",sim impress,portuguese
ham  ,"Ok, ok, tome cuidado. Eu posso entender.",ok ok tom cuid poss entend,portuguese
ham  ,"Motivar Por trás de toda escuridão, há uma luz brilhante esperando que você a encontre... Por trás de cada melhor amigo, há sempre confiança e amor... BSLVYL",motiv trs tod escur h luz brilhant esper voc encontr trs cad melhor amig h sempr confian amor bslvyl,portuguese
ham  ,"Tudo bem, então jantou?",tud bem ento jant,portuguese
ham  ,Eu estava dormindo naquela hora. Você está aí?,dorm naquel hor voc est,portuguese
ham  ,"não faça planos para a próxima semana porque ela quer que a gente vá lá, ok?",faa plan prxim seman porqu quer gent v l ok,portuguese
ham  ,"Quando a escola começa? Onde você vai ficar? Como está o clima? E a comida? Você tem um sistema de apoio social, como amigos na escola? Todas essas coisas são importantes.",escol com onde voc vai fic est clim com voc sistem apoi social amig escol tod cois so import,portuguese
ham  ,"Ha ha nan yalrigu heltini..Iyo kothi chikku, você compartilhou muitas coisas comigo..até agora eu não contei a ninguém e nem mesmo disse uma palavra sobre você..Se você confia tanto em mim, como posso contar isso aos outros?..Por favor, da próxima vez não use essas palavras comigo..ok, chikku:-);-)B-)",ha ha nan yalrigu heltiniiy koth chikku voc compartilh muit cois comigoat agor cont ningum diss palavr sobr vocs voc conf tant mim poss cont outrospor favor prxim vez use palavr comigook chikkub,portuguese
ham  ,Noice. Me mande uma mensagem quando estiver aqui,noic mand mensag aqu,portuguese
ham  ,"Olá, di é yijue. Vamos nos encontrar às 19h na esaplanade hoje à noite.",ol di yiju vam encontr s h esaplanad hoj noit,portuguese
spam ,"Moby Pub Quiz. Ganhe um prêmio de £ 100 na High Street se você souber quem será a nova Duquesa da Cornualha? Envie o primeiro nome dela para 82277. cancelar inscrição PARAR £ 1,50 008704050406 SP",moby pub quiz ganh prmi high street voc soub nov duques cornualh envi primeir nom cancel inscri par sp,portuguese
spam ,"As ofertas para membros da SavaMob desta semana já estão acessíveis. Basta ligar para 08709501522 para mais detalhes! SavaMob, POBOX 139, LA3 2WU. Apenas £ 1,50/semana. SavaMob - ofertas para celular!",ofert membr savamob dest seman j esto acessv bast lig detalh savamob pobox la wu apen seman savamob ofert celul,portuguese
ham  ,"Certo, eu fui libertado, você acha que poderia me mandar uma mensagem com o endereço do Blake? Ocorre-me que não tenho tanta certeza do que estou fazendo quanto pensava que tinha",cert libert voc acha pod mand mensag ender blak ocorrem tant certez faz quant pens,portuguese
ham  ,Oi querida nós vimos querida. Nós dois estamos felizes. Onde você minha bateria está fraca,oi quer ns vim quer ns dois feliz onde voc bat est frac,portuguese
ham  ,Como você está? Já faz séculos. Como está o abj?,voc est j faz scul est abj,portuguese
ham  ,"Prof: você foi aprovado em todas as provas deste semestre, parabéns. . . . Aluno: Enna kalaachutaarama..!! Prof:???? Meu Deus!",prof voc aprov tod prov dest semestr parabns alun enna kalaachutaaram prof deus,portuguese
ham  ,Não chute o coco quando ele estiver caído,chut coc cad,portuguese
ham  ,"Para sua informação, vou ligar para você esporadicamente começando com &lt;#&gt; porque não vamos fazer essa merda",informa vou lig voc esporad com ltgt porqu vam faz merd,portuguese
spam ,"Você está sendo contatado pelo nosso Serviço de Namoro por alguém que você conhece! Para descobrir quem é, ligue do seu celular ou telefone fixo 09064017305 PoBox75LDNS7",voc est send contat servi namor algum voc conhec descobr lig celul telefon fix poboxldns,portuguese
spam ,"TBS/PERSOLVO. vem nos perseguindo desde setembro por £ 38, definitivamente não pagando agora, graças às suas informações. Vamos ignorá-los. Kath. Manchester.",tbspersolv vem persegu desd setembr definit pag agor gra s informa vam ignorl kath manchest,portuguese
ham  ,"Espero que você não esteja se divertindo muito sem mim!! Vejo você amanhã, amor, Jess x",esper voc divert mim vej voc amanh amor jess x,portuguese
ham  ,"Ok, não vou ligar nem incomodar ninguém. Sei que todos estão me evitando. Sou um fardo para todos",ok vou lig incomod ningum sei tod esto evit fard tod,portuguese
ham  ,Cheguei em casa e tomei banho Liao... Você pode me ligar agora...,chegu cas tom banh lia voc pod lig agor,portuguese
spam ,"Empréstimos para qualquer finalidade, mesmo se você tiver crédito ruim! Inquilinos bem-vindos. Ligue para NoWorriesLoans.com em 08717111821",emprstim qualqu final voc crdit ruim inquilin bemvind lig noworriesloanscom,portuguese
ham  ,O exame real foi mais difícil do que o NBME?,exam real difcil nbme,portuguese
ham  ,Muita coisa dessa doença circulando. Calma. Espero que você melhore logo. Kkkk,muit cois dess doen circul calm esper voc melhor log kkkk,portuguese
ham  ,"Deus pegou uma flor e a mergulhou em ORVALHO, tocou-a amorosamente, que se transformou em você, e então ele me presenteou e disse: ESTE AMIGO É PARA VOCÊ",deus peg flor mergulh orvalh tocou amor transform voc ento present diss amig voc,portuguese
spam ,"87077: Comece uma nova temporada com gols de 2 semanas GRÁTIS e notícias no seu celular! Envie o nome do seu clube para 87077, por exemplo, VILLA para 87077",comec nov tempor gols seman grtis notc celul envi nom club exempl vill,portuguese
ham  ,"Ei, Sathya, até agora não nos encontramos nem uma única vez. Então como posso ver a situação, Sathya?",ei sathy at agor encontr nic vez ento poss ver situa sathy,portuguese
ham  ,Gam saiu depois de entradas excelentes.,gam saiu entrad excelent,portuguese
ham  ,Eu joguei Smash Bros &lt;#&gt; religiosamente.,jogu smash bros ltgt religi,portuguese
ham  ,"Senhor, bom dia. Espero que tenha tido um bom fim de semana. Liguei para avisar que consegui levantar &lt;#&gt; do meu pai. No entanto, ele disse que disponibilizaria o restante até meados de fevereiro. Esse valor ainda é muito curto e eu esperava que você ajudasse. Tenha um bom dia. Abiola",senhor bom dia esper tid bom fim seman ligu avis consegu levant ltgt pai entant diss disponibiliz restant at mead fevereir valor aind curt esper voc ajud bom dia abiol,portuguese
ham  ,Corra para casa. A sopa ESTÁ PRONTA!,corr cas sop est pront,portuguese
ham  ,"Não, não. Vou verificar todos os quartos antes das atividades",vou verific tod quart antes ativ,portuguese
ham  ,"Boa tarde, meu amor. Foi bom ver suas palavras no YM e pegar seu tm. Muito inteligente, meu escravo... *sorri* ... Eu tomo meu café e espero por você.",boa tard amor bom ver palavr ym peg tm inteligent escrav sorr tom caf esper voc,portuguese
ham  ,"Tudo bem, mas um pouco exagerado... É melhor você ir comer alguma coisa agora, senão vou me sentir culpado...",tud bem pouc exager melhor voc ir com algum cois agor sen vou sent culp,portuguese
spam ,"Orange traz para você toques de todos os Chart Heroes, com um hit grátis a cada semana! Vá para Ringtones & Pics no wap. Para parar de receber essas dicas, responda STOP.",orang traz voc toqu tod chart hero hit grtis cad seman v rington pics wap par receb dic respond stop,portuguese
ham  ,Me avise quando você estiver aqui,avis voc aqu,portuguese
spam ,PRIVADO! Seu extrato de conta de 2003 para 07973788240 mostra 800 pontos S. I. M. não resgatados. Ligue para 08715203649 Código de identificação: 40533 Expira em 31/10/04,priv extrat cont mostr pont s i m resgat lig cdig identifica expir,portuguese
ham  ,Ele precisa parar de ir para a cama e começar a lidar com essa porra,precis par ir cam com lid porr,portuguese
ham  ,"Como vai, meu amor? Você está com seu irmão? Hora de falar inglês com ele? *sorri* Diga: Ei, Muhommad, Penny diz olá do outro lado do mar",vai amor voc est irmo hor fal ingls sorr dig ei muhommad penny diz ol outr lad mar,portuguese
spam ,"Tentamos ligar para você em resposta à nossa mensagem de texto para um vídeo móvel de 750 minutos, TEXTO ILIMITADO + filmadora grátis. Resposta da chamada 08000930705 agora",tent lig voc respost mensag text vde mvel minut text ilimit filmador grtis respost cham agor,portuguese
ham  ,"Olá doutor, por favor, eu quero comprar uma camiseta bonita para meu marido, uma que caia bem, meu orçamento é &lt;#&gt; k me ajude, por favor, vou carregar o cartão abi hw, me mantenha informado, amor. 2 mj",ol doutor favor quer compr camiset bonit mar cai bem orament ltgt k ajud favor vou carreg cart abi hw mantenh inform amor mj,portuguese
ham  ,Ainda não estou convencido de que este não seja um teste elaborado da minha força de vontade,aind convenc test elabor vontad,portuguese
ham  ,"A vida não é nada quando você tem tudo. Mas ""a vida é tudo quando você perde algo"". O valor real das pessoas será percebido apenas na ausência delas... bom dia",vid nad voc tud vid tud voc perd algo valor real pesso perceb apen ausnc bom dia,portuguese
ham  ,como você está? Sinto sua falta!,voc est sint falt,portuguese
ham  ,"Não vou atender nenhum telefonema em um horário razoável, mas estou com sono",vou atend nenhum telefonem horri razovel son,portuguese
ham  ,"Ei, não é *certo você colocar »10 todo mês, é só isso?",ei cert voc coloc tod ms s,portuguese
ham  ,estou indo para a cama agora prin,indo cam agor prin,portuguese
ham  ,Acho que só você… Obrigado e até amanhã,acho s voc obrig at amanh,portuguese
ham  ,"Se você não dirige, como posso ir?",voc dirig poss ir,portuguese
ham  ,Eu não estou em casa agora lei...,cas agor lei,portuguese
spam ,GSOH? Bom com SPAM as moças? Você poderia ser um gigolô? 2 junte-se ao clube masculino que mais cresce no Reino Unido responda ONCALL. mjzgroup. 08714342399.2pare responda PARE. msg@£1.50rcvd,gsoh bom spam moas voc pod gigol juntes club masculin cresc rein unid respond oncall mjzgroup par respond par msgrcvd,portuguese
ham  ,"Ok, então irei até sua casa depois de meia hora",ok ento ire at cas mei hor,portuguese
spam ,"Você tem um admirador secreto que está procurando entrar em contato com você - descubra quem ele(a) R*revela, quem acha que você é tão especial - ligue para 09058094599",voc admir secret est procur entrar contat voc descubr ele rrevel acha voc to especial lig,portuguese
ham  ,Você tem alguma amiga chamada Ashwini na sua faculdade?,voc algum amig cham ashwin faculdad,portuguese
ham  ,Acabei de terminar meu almoço no caminho para casa... Eu disse que você não quer ficar na escola hoje...,acab termin almo caminh cas diss voc quer fic escol hoj,portuguese
ham  ,K então 2marrow você vai para a aula.,k ento marrow voc vai aul,portuguese
spam ,"FANTASIAS QUENTES AO VIVO ligue agora 08707500020 Apenas 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 é uma chamada de taxa nacional",fantas quent viv lig agor apen p minut ntt ltd po box croydon cr wb cham tax nacional,portuguese
ham  ,"Por favor, envie-me seu endereço, senhor.",favor enviem ender senhor,portuguese
ham  ,Quero lamber sua buceta agora...,quer lamb bucet agor,portuguese
ham  ,"Ei, você ainda vai ter em estoque amanhã/hoje? Estou tentando conseguir um dubsack",ei voc aind vai ter estoqu amanhhoj tent consegu dubsack,portuguese
spam ,URGENTE! Seu número de celular recebeu um prêmio de <UKP>2000 GARANTIDO. Ligue para 09061790125 de telefone fixo. Reclame 3030. Válido apenas por 12 horas 150 ppm,urgent nmer celul receb prmi ukp garant lig telefon fix reclam vlid apen hor ppm,portuguese
ham  ,"Vou ver, mas provavelmente sim",vou ver provavel sim,portuguese
ham  ,Pensei que poderíamos sair para jantar. Eu pago você! Parece ok?,pens poder sair jant pag voc parec ok,portuguese
ham  ,Onde você está? O que você faz? Como você consegue ficar longe de mim? Seu coração não dói sem mim? Você não se pergunta sobre mim? Você não me deseja?,onde voc est voc faz voc conseg fic long mim cora di mim voc pergunt sobr mim voc desej,portuguese
ham  ,"Desculpe. Você nunca ouve, a menos que reserve. Uma era meio que uma piada--eles estavam realmente procurando por garotas brancas magras. A outra era uma fala--você só pode fazer muito na câmera com isso. Algo assim que eles estão lançando no visual.",desculp voc nunc ouv men reserv mei piadael realment procur garot branc magr outr falavoc s pod faz cmer algo assim esto lan visual,portuguese
ham  ,O que você está fazendo? Como vai?,voc est faz vai,portuguese
ham  ,"Claro, grandão. Tenho eleições de hóquei às 6, mas não deve durar mais de uma hora.",clar grand elei hqu s dev dur hor,portuguese
ham  ,"Assista lor. Vi algumas amostras, uma que acho bem ok. Ard 116, mas preciso de uma segunda opinião, leh...",assist lor vi algum amostr acho bem ok ard precis segund opini leh,portuguese
ham  ,"Olá, você gosta das fotos de hlday? Ficou horrível nelas, então tirei mo! Como está a coisa do acampamento Amrca? Falo logo, Serena:)",ol voc gost fot hlday fic horrvel nel ento tir mo est cois acamp amrca fal log seren,portuguese
ham  ,"Amor! Como foi esse dia? O que você está fazendo? Já estou com saudades, meu amor... *beijo carinhoso*... Espero que tudo corra bem.",amor dia voc est faz j saudad amor beij carinh esper tud corr bem,portuguese
ham  ,Yunny... vou me atrasar,yunny vou atras,portuguese
ham  ,"O médico me receitou morfina porque os outros analgésicos não são suficientes. Estou esperando minha mãe trazer. Esse remédio deve fazer efeito rápido, então vou tentar tomar mais tarde",mdic receit morfin porqu outr analgs so suficient esper traz remdi dev faz efeit rpid ento vou tent tom tard,portuguese
ham  ,"Legal, quer que eu vá para o Kappa ou devo te encontrar lá fora?",legal quer v kapp dev encontr l,portuguese
ham  ,"Ei, bundão sexy! Já te disse? Eu te adoro, loverboy. Espero que você se lembre de agradecer a sua cunhada por essas almôndegas *sorri*... eu te amo, gata",ei bund sexy j diss ador loverboy esper voc lembr agradec cunh almndeg sorr amo gat,portuguese
ham  ,Talvez eu aprove o panalam...mas deveria ter mais postagens.,talvez aprov panalamm dev ter postagens,portuguese
spam ,"SPJanuary Male Sale! Hot Gay chat agora mais barato, ligue para 08709222922. Taxa nacional de 1,5p/min barato para 7,8p/min pico! Para parar de mensagens de texto, ligue para 08712460324 (10p/min)",spjanuary mal sal hot gay chat agor barat lig tax nacional pmin barat pmin pic par mensagens text lig pmin,portuguese
ham  ,"Desculpe, ligo mais tarde",desculp lig tard,portuguese
ham  ,Eu não acho que seja uma ligação errada entre nós,acho liga errad ns,portuguese
ham  ,Eu não estou trabalhando. Quando eu conseguir um emprego...,trabalh consegu empreg,portuguese
ham  ,"E quando você terminar, quero dizer agora",voc termin quer diz agor,portuguese
ham  ,"É sua sorte amar alguém. É sua fortuna amar aquele que te ama. Mas, é um milagre amar uma pessoa que não consegue amar ninguém exceto vc... Boa notícia...",sort amar algum fortun amar ama milagr amar pesso conseg amar ningum excet vc boa notc,portuguese
ham  ,"Oi, querida, acabei de voltar do trabalho e queria te ver o dia todo! Espero não ter te irritado no telefone hoje. Se você estiver acordada, me ligue xxx",oi quer acab volt trabalh quer ver dia tod esper ter irrit telefon hoj voc acord lig xxx,portuguese
spam ,"FreeMsg Hoje é o dia se você estiver pronto! Estou com tesão e moro na sua cidade. Adoro sexo, diversão e jogos! Netcollex Ltd 08700621170150p por msg responder Parar para terminar",freemsg hoj dia voc pront tes mor cidad ador sex divers jog netcollex ltd p msg respond par termin,portuguese
ham  ,São seus yahoo boys que trazem o perf? Ou legal.,so yaho boys traz perf legal,portuguese
ham  ,Não precisa me dizer nada. Eu sei que sou um estranho,precis diz nad sei estranh,portuguese
ham  ,você já teve um pé antes?,voc j p antes,portuguese
ham  ,Acabei de chegar em &lt;#&gt;,acab cheg ltgt,portuguese
ham  ,"Bom! Não, não preciso de recibos — muito bem! (…) Sim, por favor, diga. Qual é o número dela, eu poderia ligar para ela",bom precis recib bem sim favor dig nmer pod lig,portuguese
ham  ,"Todas as citações verdes já ditas por Jerry em desenho animado ""Uma pessoa que sempre te irrita é aquela que te ama muito, mas não consegue expressar isso...!..!! :-) :-) boa notícia",tod cita verd j dit jerry desenh anim pesso sempr irrit ama conseg express boa notc,portuguese
ham  ,Deixe comigo lar... Ü quero me carregar tão pesado... O número 98321561 é familiar para você?,deix comig lar quer carreg to pes nmer famili voc,portuguese
ham  ,Linda verdade: A expressão do rosto pode ser vista por todos... Mas a depressão do coração só pode ser entendida pelos entes queridos... Deus Ni8;-),lind verdad express rost pod vist tod depress cora s pod entend entes quer deus ni,portuguese
ham  ,"De fato, feliz ano novo. Como você está, onde você está, quando estamos nos vendo?",fat feliz ano nov voc est onde voc est vend,portuguese
spam ,"No filme Os Simpsons lançado em julho de 2007, diga o nome da banda que morreu no começo do filme? A-Green Day, B-Blue Day, C-Red Day. (Envie A, B ou C)",film simpsons lan julh dig nom band morr com film agreen day bblu day cred day envi b c,portuguese
ham  ,Que pena! Talvez possamos nos encontrar por algumas horas amanhã?,pen talvez poss encontr algum hor amanh,portuguese
ham  ,"Kkkk eu faria, mas apesar dessas cólicas eu gosto de ser uma menina.",kkkk far apes dess clic gost menin,portuguese
